,players,over_lines,over_odds,under_lines,under_odds,bet_type,home_tm,away_tm
2260,Alex Kirilloff,0.5,+390,0.5,−650,Doubles,MIN Twins,SEA Mariners
2261,Carlos Correa,0.5,+380,0.5,−600,Doubles,MIN Twins,SEA Mariners
2262,Carlos Santana,0.5,+360,0.5,−575,Doubles,MIN Twins,SEA Mariners
2263,Dylan Moore,0.5,+500,0.5,−1000,Doubles,MIN Twins,SEA Mariners
2264,Edouard Julien,0.5,+425,0.5,−750,Doubles,MIN Twins,SEA Mariners
2265,Jorge Polanco,0.5,+425,0.5,−700,Doubles,MIN Twins,SEA Mariners
2266,Jose Miranda,0.5,+425,0.5,−750,Doubles,MIN Twins,SEA Mariners
2267,Josh Rojas,0.5,+400,0.5,−700,Doubles,MIN Twins,SEA Mariners
2268,Julio Rodriguez ,0.5,+340,0.5,−525,Doubles,MIN Twins,SEA Mariners
2269,Luis Urias,0.5,+450,0.5,−800,Doubles,MIN Twins,SEA Mariners
2270,Max Kepler,0.5,+330,0.5,−500,Doubles,MIN Twins,SEA Mariners
2271,Mitch Garver,0.5,+475,0.5,−800,Doubles,MIN Twins,SEA Mariners
2272,Mitch Haniger,0.5,+425,0.5,−700,Doubles,MIN Twins,SEA Mariners
2273,Ryan Jeffers,0.5,+380,0.5,−600,Doubles,MIN Twins,SEA Mariners
2274,Seby Zavala,0.5,+700,0.5,−1600,Doubles,MIN Twins,SEA Mariners
2275,Trevor Larnach,0.5,+370,0.5,−600,Doubles,MIN Twins,SEA Mariners
2276,Ty France,0.5,+450,0.5,−800,Doubles,MIN Twins,SEA Mariners
2277,Willi Castro,0.5,+380,0.5,−600,Doubles,MIN Twins,SEA Mariners
2278,Alex Kirilloff,0.5,+230,0.5,−330,Walks,MIN Twins,SEA Mariners
2279,Carlos Correa,0.5,+150,0.5,−200,Walks,MIN Twins,SEA Mariners
2280,Carlos Santana,0.5,+180,0.5,−245,Walks,MIN Twins,SEA Mariners
2281,Dylan Moore,0.5,+255,0.5,−370,Walks,MIN Twins,SEA Mariners
2282,Edouard Julien,0.5,−130,0.5,−105,Walks,MIN Twins,SEA Mariners
2283,Jorge Polanco,0.5,+125,0.5,−165,Walks,MIN Twins,SEA Mariners
2284,Josh Rojas,0.5,+210,0.5,−290,Walks,MIN Twins,SEA Mariners
2285,Julio Rodriguez ,0.5,+310,0.5,−475,Walks,MIN Twins,SEA Mariners
2286,Luis Urias,0.5,+240,0.5,−350,Walks,MIN Twins,SEA Mariners
2287,Max Kepler,0.5,+165,0.5,−220,Walks,MIN Twins,SEA Mariners
2288,Mitch Garver,0.5,+180,0.5,−245,Walks,MIN Twins,SEA Mariners
2289,Mitch Haniger,0.5,+215,0.5,−310,Walks,MIN Twins,SEA Mariners
2290,Ryan Jeffers,0.5,+175,0.5,−240,Walks,MIN Twins,SEA Mariners
2291,Trevor Larnach,0.5,+150,0.5,−205,Walks,MIN Twins,SEA Mariners
2292,Ty France,0.5,+295,0.5,−450,Walks,MIN Twins,SEA Mariners
2293,Willi Castro,0.5,+260,0.5,−380,Walks,MIN Twins,SEA Mariners
2294,Alec Burleson,0.5,+650,0.5,−1400,Home Runs,STL Cardinals,NY Mets
2295,Brandon Crawford,0.5,+600,0.5,−1200,Home Runs,STL Cardinals,NY Mets
2296,Brandon Nimmo,0.5,+450,0.5,−800,Home Runs,STL Cardinals,NY Mets
2297,Brendan Donovan,0.5,+600,0.5,−1200,Home Runs,STL Cardinals,NY Mets
2298,Brett Baty,0.5,+650,0.5,−1400,Home Runs,STL Cardinals,NY Mets
2299,DJ Stewart,0.5,+330,0.5,−525,Home Runs,STL Cardinals,NY Mets
2300,Francisco Lindor,0.5,+320,0.5,−500,Home Runs,STL Cardinals,NY Mets
2301,J.D. Martinez,0.5,+340,0.5,−525,Home Runs,STL Cardinals,NY Mets
2302,Jeff McNeil,0.5,+750,0.5,−2000,Home Runs,STL Cardinals,NY Mets
2303,Lars Nootbaar,0.5,+650,0.5,−1400,Home Runs,STL Cardinals,NY Mets
2304,Mike Siani,0.5,+900,0.5,−3500,Home Runs,STL Cardinals,NY Mets
2305,Nolan Arenado,0.5,+450,0.5,−750,Home Runs,STL Cardinals,NY Mets
2306,Nolan Gorman,0.5,+390,0.5,−650,Home Runs,STL Cardinals,NY Mets
2307,Paul Goldschmidt,0.5,+450,0.5,−750,Home Runs,STL Cardinals,NY Mets
2308,Pete Alonso,0.5,+380,0.5,−650,Home Runs,STL Cardinals,NY Mets
2309,Starling Marte,0.5,+600,0.5,−1200,Home Runs,STL Cardinals,NY Mets
2310,Tomas Nido,0.5,+900,0.5,−3500,Home Runs,STL Cardinals,NY Mets
2311,Willson Contreras,0.5,+360,0.5,−575,Home Runs,STL Cardinals,NY Mets
2312,Alec Burleson,,+1500,,,1st Home Run,STL Cardinals,NY Mets
2313,Brandon Crawford,,+1400,,,1st Home Run,STL Cardinals,NY Mets
2314,Brandon Nimmo,,+850,,−2500,1st Home Run,STL Cardinals,NY Mets
2315,Brendan Donovan,,+1100,,−8000,1st Home Run,STL Cardinals,NY Mets
2316,Brett Baty,,+1500,,,1st Home Run,STL Cardinals,NY Mets
2317,DJ Stewart,,+800,,−2500,1st Home Run,STL Cardinals,NY Mets
2318,Francisco Lindor,,+700,,−1800,1st Home Run,STL Cardinals,NY Mets
2319,J.D. Martinez,,+900,,−3000,1st Home Run,STL Cardinals,NY Mets
2320,Jeff McNeil,,+1600,,,1st Home Run,STL Cardinals,NY Mets
2321,Lars Nootbaar,,+1300,,,1st Home Run,STL Cardinals,NY Mets
2322,Mike Siani,,+1800,,,1st Home Run,STL Cardinals,NY Mets
2323,Nolan Arenado,,+1000,,−5000,1st Home Run,STL Cardinals,NY Mets
2324,Nolan Gorman,,+1100,,−6000,1st Home Run,STL Cardinals,NY Mets
2325,Paul Goldschmidt,,+1000,,−5000,1st Home Run,STL Cardinals,NY Mets
2326,Pete Alonso,,+850,,−2500,1st Home Run,STL Cardinals,NY Mets
2327,Starling Marte,,+1100,,−8000,1st Home Run,STL Cardinals,NY Mets
2328,Tomas Nido,,+1800,,,1st Home Run,STL Cardinals,NY Mets
2329,Willson Contreras,,+800,,−2000,1st Home Run,STL Cardinals,NY Mets
2330,Alec Burleson,0.5,−220,0.5,+165,Hits,STL Cardinals,NY Mets
2331,Brandon Crawford,0.5,−130,0.5,−105,Hits,STL Cardinals,NY Mets
2332,Brandon Nimmo,1.5,+180,1.5,−250,Hits,STL Cardinals,NY Mets
2333,Brendan Donovan,0.5,−235,0.5,+175,Hits,STL Cardinals,NY Mets
2334,Brett Baty,0.5,−215,0.5,+160,Hits,STL Cardinals,NY Mets
2335,DJ Stewart,0.5,−180,0.5,+135,Hits,STL Cardinals,NY Mets
2336,Francisco Lindor,0.5,−265,0.5,+190,Hits,STL Cardinals,NY Mets
2337,J.D. Martinez,0.5,−265,0.5,+190,Hits,STL Cardinals,NY Mets
2338,Jeff McNeil,0.5,−215,0.5,+155,Hits,STL Cardinals,NY Mets
2339,Lars Nootbaar,0.5,−190,0.5,+145,Hits,STL Cardinals,NY Mets
2340,Mike Siani,0.5,−115,0.5,−115,Hits,STL Cardinals,NY Mets
2341,Nolan Arenado,0.5,−190,0.5,+140,Hits,STL Cardinals,NY Mets
2342,Nolan Gorman,0.5,−130,0.5,+100,Hits,STL Cardinals,NY Mets
2343,Paul Goldschmidt,0.5,−160,0.5,+120,Hits,STL Cardinals,NY Mets
2344,Pete Alonso,0.5,−210,0.5,+155,Hits,STL Cardinals,NY Mets
2345,Starling Marte,1.5,+185,1.5,−255,Hits,STL Cardinals,NY Mets
2346,Tomas Nido,0.5,−150,0.5,+115,Hits,STL Cardinals,NY Mets
2347,Willson Contreras,0.5,−185,0.5,+140,Hits,STL Cardinals,NY Mets
2348,Alec Burleson,1.5,+155,1.5,−210,Total Bases,STL Cardinals,NY Mets
2349,Brandon Crawford,0.5,−130,0.5,−105,Total Bases,STL Cardinals,NY Mets
2350,Brandon Nimmo,1.5,+105,1.5,−140,Total Bases,STL Cardinals,NY Mets
2351,Brendan Donovan,1.5,+140,1.5,−190,Total Bases,STL Cardinals,NY Mets
2352,Brett Baty,1.5,+160,1.5,−215,Total Bases,STL Cardinals,NY Mets
2353,DJ Stewart,0.5,−180,0.5,+135,Total Bases,STL Cardinals,NY Mets
2354,Francisco Lindor,1.5,+100,1.5,−135,Total Bases,STL Cardinals,NY Mets
2355,J.D. Martinez,1.5,+110,1.5,−145,Total Bases,STL Cardinals,NY Mets
2356,Jeff McNeil,1.5,+160,1.5,−215,Total Bases,STL Cardinals,NY Mets
2357,Lars Nootbaar,0.5,−190,0.5,+145,Total Bases,STL Cardinals,NY Mets
2358,Mike Siani,0.5,−115,0.5,−115,Total Bases,STL Cardinals,NY Mets
2359,Nolan Arenado,1.5,+140,1.5,−185,Total Bases,STL Cardinals,NY Mets
2360,Nolan Gorman,0.5,−130,0.5,+100,Total Bases,STL Cardinals,NY Mets
2361,Paul Goldschmidt,0.5,−160,0.5,+120,Total Bases,STL Cardinals,NY Mets
2362,Pete Alonso,1.5,+130,1.5,−175,Total Bases,STL Cardinals,NY Mets
2363,Starling Marte,1.5,+110,1.5,−145,Total Bases,STL Cardinals,NY Mets
2364,Tomas Nido,0.5,−150,0.5,+115,Total Bases,STL Cardinals,NY Mets
2365,Willson Contreras,1.5,+130,1.5,−175,Total Bases,STL Cardinals,NY Mets
2366,Alec Burleson,0.5,+210,0.5,−295,RBIs,STL Cardinals,NY Mets
2367,Brandon Crawford,0.5,+250,0.5,−360,RBIs,STL Cardinals,NY Mets
2368,Brandon Nimmo,0.5,+190,0.5,−260,RBIs,STL Cardinals,NY Mets
2369,Brendan Donovan,0.5,+210,0.5,−295,RBIs,STL Cardinals,NY Mets
2370,Brett Baty,0.5,+230,0.5,−330,RBIs,STL Cardinals,NY Mets
2371,DJ Stewart,0.5,+165,0.5,−220,RBIs,STL Cardinals,NY Mets
2372,Francisco Lindor,0.5,+130,0.5,−175,RBIs,STL Cardinals,NY Mets
2373,J.D. Martinez,0.5,+155,0.5,−205,RBIs,STL Cardinals,NY Mets
2374,Jeff McNeil,0.5,+225,0.5,−320,RBIs,STL Cardinals,NY Mets
2375,Lars Nootbaar,0.5,+225,0.5,−320,RBIs,STL Cardinals,NY Mets
2376,Mike Siani,0.5,+330,0.5,−500,RBIs,STL Cardinals,NY Mets
2377,Nolan Arenado,0.5,+145,0.5,−195,RBIs,STL Cardinals,NY Mets
2378,Nolan Gorman,0.5,+200,0.5,−275,RBIs,STL Cardinals,NY Mets
2379,Paul Goldschmidt,0.5,+180,0.5,−250,RBIs,STL Cardinals,NY Mets
2380,Pete Alonso,0.5,+150,0.5,−200,RBIs,STL Cardinals,NY Mets
2381,Starling Marte,0.5,+200,0.5,−280,RBIs,STL Cardinals,NY Mets
2382,Tomas Nido,0.5,+310,0.5,−475,RBIs,STL Cardinals,NY Mets
2383,Willson Contreras,0.5,+145,0.5,−195,RBIs,STL Cardinals,NY Mets
2384,Alec Burleson,0.5,+150,0.5,−200,Runs Scored,STL Cardinals,NY Mets
2385,Brandon Crawford,0.5,+175,0.5,−235,Runs Scored,STL Cardinals,NY Mets
2386,Brandon Nimmo,0.5,−110,0.5,−120,Runs Scored,STL Cardinals,NY Mets
2387,Brendan Donovan,0.5,+100,0.5,−130,Runs Scored,STL Cardinals,NY Mets
2388,Brett Baty,0.5,+180,0.5,−250,Runs Scored,STL Cardinals,NY Mets
2389,DJ Stewart,0.5,+110,0.5,−145,Runs Scored,STL Cardinals,NY Mets
2390,Francisco Lindor,0.5,+100,0.5,−135,Runs Scored,STL Cardinals,NY Mets
2391,J.D. Martinez,0.5,+115,0.5,−155,Runs Scored,STL Cardinals,NY Mets
2392,Jeff McNeil,0.5,+170,0.5,−235,Runs Scored,STL Cardinals,NY Mets
2393,Lars Nootbaar,0.5,+100,0.5,−135,Runs Scored,STL Cardinals,NY Mets
2394,Mike Siani,0.5,+175,0.5,−240,Runs Scored,STL Cardinals,NY Mets
2395,Nolan Arenado,0.5,+125,0.5,−170,Runs Scored,STL Cardinals,NY Mets
2396,Nolan Gorman,0.5,+145,0.5,−195,Runs Scored,STL Cardinals,NY Mets
2397,Paul Goldschmidt,0.5,+140,0.5,−185,Runs Scored,STL Cardinals,NY Mets
2398,Pete Alonso,0.5,+115,0.5,−155,Runs Scored,STL Cardinals,NY Mets
2399,Starling Marte,0.5,+110,0.5,−145,Runs Scored,STL Cardinals,NY Mets
2400,Tomas Nido,0.5,+220,0.5,−310,Runs Scored,STL Cardinals,NY Mets
2401,Willson Contreras,0.5,+110,0.5,−150,Runs Scored,STL Cardinals,NY Mets
2402,Alec Burleson,1.5,−105,1.5,−125,Hits + Runs + RBIs,STL Cardinals,NY Mets
2403,Brandon Crawford,0.5,−185,0.5,+135,Hits + Runs + RBIs,STL Cardinals,NY Mets
2404,Brandon Nimmo,1.5,−150,1.5,+115,Hits + Runs + RBIs,STL Cardinals,NY Mets
2405,Brendan Donovan,1.5,−125,1.5,−105,Hits + Runs + RBIs,STL Cardinals,NY Mets
2406,Brett Baty,1.5,+105,1.5,−140,Hits + Runs + RBIs,STL Cardinals,NY Mets
2407,DJ Stewart,1.5,−105,1.5,−125,Hits + Runs + RBIs,STL Cardinals,NY Mets
2408,Francisco Lindor,1.5,−145,1.5,+110,Hits + Runs + RBIs,STL Cardinals,NY Mets
2409,J.D. Martinez,1.5,−130,1.5,+100,Hits + Runs + RBIs,STL Cardinals,NY Mets
2410,Jeff McNeil,1.5,+105,1.5,−140,Hits + Runs + RBIs,STL Cardinals,NY Mets
2411,Lars Nootbaar,1.5,−110,1.5,−120,Hits + Runs + RBIs,STL Cardinals,NY Mets
2412,Mike Siani,0.5,−170,0.5,+125,Hits + Runs + RBIs,STL Cardinals,NY Mets
2413,Nolan Arenado,1.5,−110,1.5,−120,Hits + Runs + RBIs,STL Cardinals,NY Mets
2414,Nolan Gorman,1.5,+120,1.5,−165,Hits + Runs + RBIs,STL Cardinals,NY Mets
2415,Paul Goldschmidt,1.5,+105,1.5,−140,Hits + Runs + RBIs,STL Cardinals,NY Mets
2416,Pete Alonso,1.5,−115,1.5,−115,Hits + Runs + RBIs,STL Cardinals,NY Mets
2417,Starling Marte,1.5,−145,1.5,+110,Hits + Runs + RBIs,STL Cardinals,NY Mets
2418,Tomas Nido,0.5,−175,0.5,+130,Hits + Runs + RBIs,STL Cardinals,NY Mets
2419,Willson Contreras,1.5,−115,1.5,−115,Hits + Runs + RBIs,STL Cardinals,NY Mets
2420,Alec Burleson,0.5,+1000,0.5,−5000,Stolen Bases,STL Cardinals,NY Mets
2421,Brandon Crawford,0.5,+1200,0.5,−20000,Stolen Bases,STL Cardinals,NY Mets
2422,Brendan Donovan,0.5,+800,0.5,−2500,Stolen Bases,STL Cardinals,NY Mets
2423,Francisco Lindor,0.5,+500,0.5,−900,Stolen Bases,STL Cardinals,NY Mets
2424,Jeff McNeil,0.5,+1200,0.5,−20000,Stolen Bases,STL Cardinals,NY Mets
2425,Lars Nootbaar,0.5,+450,0.5,−750,Stolen Bases,STL Cardinals,NY Mets
2426,Mike Siani,0.5,+390,0.5,−650,Stolen Bases,STL Cardinals,NY Mets
2427,Nolan Gorman,0.5,+1000,0.5,−5000,Stolen Bases,STL Cardinals,NY Mets
2428,Paul Goldschmidt,0.5,+900,0.5,−3500,Stolen Bases,STL Cardinals,NY Mets
2429,Starling Marte,0.5,+425,0.5,−750,Stolen Bases,STL Cardinals,NY Mets
2430,Willson Contreras,0.5,+950,0.5,−4000,Stolen Bases,STL Cardinals,NY Mets
2431,Alec Burleson,0.5,−115,0.5,−115,Strikeouts,STL Cardinals,NY Mets
2432,Brandon Crawford,0.5,−225,0.5,+165,Strikeouts,STL Cardinals,NY Mets
2433,Brandon Nimmo,0.5,−170,0.5,+125,Strikeouts,STL Cardinals,NY Mets
2434,Brendan Donovan,0.5,−135,0.5,+100,Strikeouts,STL Cardinals,NY Mets
2435,Brett Baty,0.5,−155,0.5,+115,Strikeouts,STL Cardinals,NY Mets
2436,DJ Stewart,0.5,−205,0.5,+150,Strikeouts,STL Cardinals,NY Mets
2437,Francisco Lindor,0.5,−145,0.5,+110,Strikeouts,STL Cardinals,NY Mets
2438,J.D. Martinez,0.5,−295,0.5,+210,Strikeouts,STL Cardinals,NY Mets
2439,Jeff McNeil,0.5,+155,0.5,−210,Strikeouts,STL Cardinals,NY Mets
2440,Lars Nootbaar,0.5,−150,0.5,+115,Strikeouts,STL Cardinals,NY Mets
2441,Mike Siani,0.5,−195,0.5,+145,Strikeouts,STL Cardinals,NY Mets
2442,Nolan Arenado,0.5,−150,0.5,+115,Strikeouts,STL Cardinals,NY Mets
2443,Nolan Gorman,1.5,+120,1.5,−160,Strikeouts,STL Cardinals,NY Mets
2444,Paul Goldschmidt,1.5,+175,1.5,−240,Strikeouts,STL Cardinals,NY Mets
2445,Pete Alonso,0.5,−180,0.5,+135,Strikeouts,STL Cardinals,NY Mets
2446,Starling Marte,0.5,−195,0.5,+145,Strikeouts,STL Cardinals,NY Mets
2447,Tomas Nido,0.5,−145,0.5,+110,Strikeouts,STL Cardinals,NY Mets
2448,Willson Contreras,1.5,+160,1.5,−215,Strikeouts,STL Cardinals,NY Mets
2449,Alec Burleson,0.5,−120,0.5,−110,Singles,STL Cardinals,NY Mets
2450,Brandon Crawford,0.5,+145,0.5,−195,Singles,STL Cardinals,NY Mets
2451,Brandon Nimmo,0.5,−140,0.5,+105,Singles,STL Cardinals,NY Mets
2452,Brendan Donovan,0.5,−125,0.5,−105,Singles,STL Cardinals,NY Mets
2453,Brett Baty,0.5,−120,0.5,−110,Singles,STL Cardinals,NY Mets
2454,DJ Stewart,0.5,+135,0.5,−180,Singles,STL Cardinals,NY Mets
2455,Francisco Lindor,0.5,−105,0.5,−125,Singles,STL Cardinals,NY Mets
2456,J.D. Martinez,0.5,+105,0.5,−140,Singles,STL Cardinals,NY Mets
2457,Jeff McNeil,0.5,−125,0.5,−110,Singles,STL Cardinals,NY Mets
2458,Lars Nootbaar,0.5,−105,0.5,−130,Singles,STL Cardinals,NY Mets
2459,Mike Siani,0.5,+140,0.5,−185,Singles,STL Cardinals,NY Mets
2460,Nolan Arenado,0.5,+120,0.5,−160,Singles,STL Cardinals,NY Mets
2461,Nolan Gorman,0.5,+170,0.5,−235,Singles,STL Cardinals,NY Mets
2462,Paul Goldschmidt,0.5,+140,0.5,−185,Singles,STL Cardinals,NY Mets
2463,Pete Alonso,0.5,+115,0.5,−155,Singles,STL Cardinals,NY Mets
2464,Starling Marte,0.5,−150,0.5,+115,Singles,STL Cardinals,NY Mets
2465,Tomas Nido,0.5,+105,0.5,−140,Singles,STL Cardinals,NY Mets
2466,Willson Contreras,0.5,+140,0.5,−185,Singles,STL Cardinals,NY Mets
2467,Alec Burleson,0.5,+425,0.5,−750,Doubles,STL Cardinals,NY Mets
2468,Brandon Crawford,0.5,+550,0.5,−1000,Doubles,STL Cardinals,NY Mets
2469,Brandon Nimmo,0.5,+340,0.5,−550,Doubles,STL Cardinals,NY Mets
2470,Brendan Donovan,0.5,+450,0.5,−800,Doubles,STL Cardinals,NY Mets
2471,Brett Baty,0.5,+475,0.5,−900,Doubles,STL Cardinals,NY Mets
2472,DJ Stewart,0.5,+475,0.5,−900,Doubles,STL Cardinals,NY Mets
2473,Francisco Lindor,0.5,+350,0.5,−550,Doubles,STL Cardinals,NY Mets
2474,J.D. Martinez,0.5,+320,0.5,−475,Doubles,STL Cardinals,NY Mets
2475,Jeff McNeil,0.5,+425,0.5,−750,Doubles,STL Cardinals,NY Mets
2476,Lars Nootbaar,0.5,+475,0.5,−800,Doubles,STL Cardinals,NY Mets
2477,Mike Siani,0.5,+700,0.5,−1600,Doubles,STL Cardinals,NY Mets
2478,Nolan Arenado,0.5,+370,0.5,−600,Doubles,STL Cardinals,NY Mets
2479,Nolan Gorman,0.5,+600,0.5,−1200,Doubles,STL Cardinals,NY Mets
2480,Paul Goldschmidt,0.5,+425,0.5,−700,Doubles,STL Cardinals,NY Mets
2481,Pete Alonso,0.5,+360,0.5,−575,Doubles,STL Cardinals,NY Mets
2482,Starling Marte,0.5,+340,0.5,−525,Doubles,STL Cardinals,NY Mets
2483,Tomas Nido,0.5,+500,0.5,−900,Doubles,STL Cardinals,NY Mets
2484,Willson Contreras,0.5,+370,0.5,−600,Doubles,STL Cardinals,NY Mets
2485,Alec Burleson,0.5,+235,0.5,−340,Walks,STL Cardinals,NY Mets
2486,Brandon Crawford,0.5,+175,0.5,−240,Walks,STL Cardinals,NY Mets
2487,Brandon Nimmo,0.5,+140,0.5,−185,Walks,STL Cardinals,NY Mets
2488,Brendan Donovan,0.5,+100,0.5,−130,Walks,STL Cardinals,NY Mets
2489,Brett Baty,0.5,+350,0.5,−550,Walks,STL Cardinals,NY Mets
2490,DJ Stewart,0.5,+155,0.5,−210,Walks,STL Cardinals,NY Mets
2491,Francisco Lindor,0.5,+270,0.5,−390,Walks,STL Cardinals,NY Mets
2492,J.D. Martinez,0.5,+320,0.5,−500,Walks,STL Cardinals,NY Mets
2493,Lars Nootbaar,0.5,−135,0.5,+100,Walks,STL Cardinals,NY Mets
2494,Mike Siani,0.5,+190,0.5,−265,Walks,STL Cardinals,NY Mets
2495,Nolan Arenado,0.5,+155,0.5,−210,Walks,STL Cardinals,NY Mets
2496,Nolan Gorman,0.5,+160,0.5,−215,Walks,STL Cardinals,NY Mets
2497,Paul Goldschmidt,0.5,+145,0.5,−190,Walks,STL Cardinals,NY Mets
2498,Pete Alonso,0.5,+225,0.5,−320,Walks,STL Cardinals,NY Mets
2499,Willson Contreras,0.5,+180,0.5,−250,Walks,STL Cardinals,NY Mets
2500,Blake Sabol,0.5,+550,0.5,−1000,Home Runs,COL Rockies,SF Giants
2501,Brendan Rodgers,0.5,+650,0.5,−1400,Home Runs,COL Rockies,SF Giants
2502,Brenton Doyle,0.5,+475,0.5,−900,Home Runs,COL Rockies,SF Giants
2503,Elehuris Montero,0.5,+500,0.5,−1000,Home Runs,COL Rockies,SF Giants
2504,Elias Diaz,0.5,+450,0.5,−750,Home Runs,COL Rockies,SF Giants
2505,Ezequiel Tovar,0.5,+550,0.5,−1000,Home Runs,COL Rockies,SF Giants
2506,Jacob Stallings,0.5,+800,0.5,−2500,Home Runs,COL Rockies,SF Giants
2507,Jordan Beck,0.5,+650,0.5,−1400,Home Runs,COL Rockies,SF Giants
2508,Jung Hoo Lee,0.5,+700,0.5,−1800,Home Runs,COL Rockies,SF Giants
2509,LaMonte Wade Jr.,0.5,+450,0.5,−800,Home Runs,COL Rockies,SF Giants
2510,Matt Chapman,0.5,+370,0.5,−600,Home Runs,COL Rockies,SF Giants
2511,Michael Conforto,0.5,+425,0.5,−750,Home Runs,COL Rockies,SF Giants
2512,Mike Yastrzemski,0.5,+425,0.5,−750,Home Runs,COL Rockies,SF Giants
2513,Nick Ahmed,0.5,+1100,0.5,−8000,Home Runs,COL Rockies,SF Giants
2514,Ryan McMahon,0.5,+550,0.5,−1100,Home Runs,COL Rockies,SF Giants
2515,Sean Bouchard,0.5,+500,0.5,−1000,Home Runs,COL Rockies,SF Giants
2516,Thairo Estrada,0.5,+750,0.5,−2000,Home Runs,COL Rockies,SF Giants
2517,Wilmer Flores (SF),0.5,+700,0.5,−1600,Home Runs,COL Rockies,SF Giants
2518,Blake Sabol,,+1200,,−10000,1st Home Run,COL Rockies,SF Giants
2519,Brendan Rodgers,,+1300,,,1st Home Run,COL Rockies,SF Giants
2520,Brenton Doyle,,+850,,−3000,1st Home Run,COL Rockies,SF Giants
2521,Elehuris Montero,,+1100,,−8000,1st Home Run,COL Rockies,SF Giants
2522,Elias Diaz,,+900,,−3500,1st Home Run,COL Rockies,SF Giants
2523,Ezequiel Tovar,,+1000,,−5000,1st Home Run,COL Rockies,SF Giants
2524,Jacob Stallings,,+1500,,,1st Home Run,COL Rockies,SF Giants
2525,Jordan Beck,,+1400,,,1st Home Run,COL Rockies,SF Giants
2526,Jung Hoo Lee,,+1200,,−20000,1st Home Run,COL Rockies,SF Giants
2527,LaMonte Wade Jr.,,+850,,−3000,1st Home Run,COL Rockies,SF Giants
2528,Matt Chapman,,+900,,−3000,1st Home Run,COL Rockies,SF Giants
2529,Michael Conforto,,+850,,−3000,1st Home Run,COL Rockies,SF Giants
2530,Mike Yastrzemski,,+900,,−3500,1st Home Run,COL Rockies,SF Giants
2531,Nick Ahmed,,+2000,,,1st Home Run,COL Rockies,SF Giants
2532,Ryan McMahon,,+1200,,−20000,1st Home Run,COL Rockies,SF Giants
2533,Sean Bouchard,,+1100,,−8000,1st Home Run,COL Rockies,SF Giants
2534,Thairo Estrada,,+1300,,,1st Home Run,COL Rockies,SF Giants
2535,Wilmer Flores (SF),,+1400,,,1st Home Run,COL Rockies,SF Giants
2536,Blake Sabol,0.5,−220,0.5,+160,Hits,COL Rockies,SF Giants
2537,Brendan Rodgers,1.5,+185,1.5,−255,Hits,COL Rockies,SF Giants
2538,Brenton Doyle,1.5,+195,1.5,−275,Hits,COL Rockies,SF Giants
2539,Elehuris Montero,0.5,−205,0.5,+150,Hits,COL Rockies,SF Giants
2540,Elias Diaz,1.5,+190,1.5,−265,Hits,COL Rockies,SF Giants
2541,Ezequiel Tovar,0.5,−280,0.5,+200,Hits,COL Rockies,SF Giants
2542,Jacob Stallings,0.5,−185,0.5,+140,Hits,COL Rockies,SF Giants
2543,Jordan Beck,0.5,−155,0.5,+115,Hits,COL Rockies,SF Giants
2544,Jung Hoo Lee,1.5,+120,1.5,−160,Hits,COL Rockies,SF Giants
2545,LaMonte Wade Jr.,0.5,−265,0.5,+190,Hits,COL Rockies,SF Giants
2546,Matt Chapman,1.5,+180,1.5,−245,Hits,COL Rockies,SF Giants
2547,Michael Conforto,1.5,+180,1.5,−250,Hits,COL Rockies,SF Giants
2548,Mike Yastrzemski,0.5,−200,0.5,+150,Hits,COL Rockies,SF Giants
2549,Nick Ahmed,0.5,−210,0.5,+155,Hits,COL Rockies,SF Giants
2550,Ryan McMahon,0.5,−215,0.5,+160,Hits,COL Rockies,SF Giants
2551,Sean Bouchard,0.5,−200,0.5,+145,Hits,COL Rockies,SF Giants
2552,Thairo Estrada,1.5,+130,1.5,−175,Hits,COL Rockies,SF Giants
2553,Wilmer Flores (SF),0.5,−270,0.5,+195,Hits,COL Rockies,SF Giants
2554,Blake Sabol,1.5,+125,1.5,−170,Total Bases,COL Rockies,SF Giants
2555,Brendan Rodgers,1.5,+105,1.5,−140,Total Bases,COL Rockies,SF Giants
2556,Brenton Doyle,1.5,−110,1.5,−120,Total Bases,COL Rockies,SF Giants
2557,Elehuris Montero,1.5,+125,1.5,−170,Total Bases,COL Rockies,SF Giants
2558,Elias Diaz,1.5,−110,1.5,−120,Total Bases,COL Rockies,SF Giants
2559,Ezequiel Tovar,1.5,−105,1.5,−130,Total Bases,COL Rockies,SF Giants
2560,Jacob Stallings,0.5,−185,0.5,+140,Total Bases,COL Rockies,SF Giants
2561,Jordan Beck,0.5,−155,0.5,+115,Total Bases,COL Rockies,SF Giants
2562,Jung Hoo Lee,1.5,−140,1.5,+105,Total Bases,COL Rockies,SF Giants
2563,LaMonte Wade Jr.,1.5,+105,1.5,−135,Total Bases,COL Rockies,SF Giants
2564,Matt Chapman,1.5,−110,1.5,−120,Total Bases,COL Rockies,SF Giants
2565,Michael Conforto,1.5,−110,1.5,−120,Total Bases,COL Rockies,SF Giants
2566,Mike Yastrzemski,1.5,+120,1.5,−160,Total Bases,COL Rockies,SF Giants
2567,Nick Ahmed,0.5,−205,0.5,+150,Total Bases,COL Rockies,SF Giants
2568,Ryan McMahon,1.5,+125,1.5,−170,Total Bases,COL Rockies,SF Giants
